"FRST_LETTER"	"fse"	"domain"	"vulcan"
"14044"	"s"	"Silversmith"	NA	"kin-tukh-zupsu"
"14045"	"s"	"Silverware"	NA	"mokev-yem-greink"
"14046"	"s"	"Simian"	"n."	"sihmiuhn |ek'eip|"
"14047"	"s"	"Similar"	NA	"kahkwa(anc.)"
"14048"	"s"	"Simulate"	NA	"el'torper-tor"
"14049"	"s"	"Simulation"	NA	"el'torperan"
"14050"	"s"	"Simulator"	NA	"el'torperek"
"14051"	"s"	"Simple"	"adj."	"veli-, velik"
"14052"	"s"	"Simpleton"	NA	"veli-kash-veh"
"14053"	"s"	"Sin"	NA	"tehnekonel(n.), tehnekon-tor(v.)"
"14054"	"s"	"Since"	"prep."	"ipo'"
"14055"	"s"	"Sine"	NA	"vulu-tavat-zes"
"14056"	"s"	"Sinew"	NA	"dvunek-tersayek"
"14057"	"s"	"Sing"	"v."	"uralau"
"14058"	"s"	"Singe"	NA	"yongwau"
"14059"	"s"	"Singer"	NA	"uralausu"
"14060"	"s"	"Singularity"	NA	"wuhranek"
"14061"	"s"	"Sink"	NA	"ne'halal-shal(n., geol.); masayuk-yerak(n., washing place); ne'hal-tor(v.)"
"14062"	"s"	"Sinkhole"	NA	"ne'hal-razh"
"14063"	"s"	"Sinner"	NA	"tehnekon-torsu"
"14064"	"s"	"Siphon"	"n."	"ek'ri-yumak"
"14065"	"s"	"Siphonage"	NA	"ek'ri-yumaya"
"14066"	"s"	"Sir"	NA	"|sa-|osu"
"14067"	"s"	"Siren"	NA	"she-vikayek"
"14068"	"s"	"Sirocco"	NA	"eshikh-salan"
"14069"	"s"	"Sister"	NA	"ko-kai(sibling), oekon-kosu(religious)"
"14070"	"s"	"Sisterhood"	NA	"ko-kai-muhtra"
"14071"	"s"	"Sit"	"v."	"kuyau"
"14072"	"s"	"Sit down"	"v."	"nukuyau"
"14073"	"s"	"Site"	"n."	"shi"
"14074"	"s"	"Site-to-site transporter"	NA	"shi-shi-ifisek"
"14075"	"s"	"Sitting room"	NA	"kuyau-tvi-shal(TGV), kuyau-tvihal(MGV)"
"14076"	"s"	"Situation"	NA	"smehuhk"
"14077"	"s"	"Six"	NA	"sheh|kuh|; sheh-"
"14078"	"s"	"Six-shooter"	NA	"sheh-pohshek"
"14079"	"s"	"Sixteen"	NA	"leh-sheh; leh-sheh-"
"14080"	"s"	"16mm movie camera"	NA	"16-milimeterik dvuperuv-glayek"
"14081"	"s"	"Sixteenth"	NA	"leh-shehr-, leh-sheh'rak(adj.); leh-sheh'veh(n., sixteenth one); leh-sheh'nuk(n., 1/16)"
"14082"	"s"	"Sixteenth note"	NA	"leh-sheh'nuk-pitoh"
"14083"	"s"	"Sixth"	NA	"shehr-, sheh'rak(adj.); sheh'veh(n.)"
"14084"	"s"	"Sixtieth"	NA	"sheh-lehr-, sheh-leh'rak(adj.); sheh-leh'veh(n.)"
"14085"	"s"	"Sixty"	NA	"sheh-leh; sheh-leh-"
"14086"	"s"	"Size"	"n."	"suk'es"
"14087"	"s"	"Skate"	NA	"vritek(n.); vritau(v., general); le-suma-vritau(v., on ice)"
"14088"	"s"	"Skater"	NA	"vritausu"
"14089"	"s"	"Skeletal muscle"	NA	"hinek-|teraya-|dvunek(TGV), hinektra-dvunek(MGV)"
"14090"	"s"	"Skeleton"	NA	"hinek-teraya(TGV), hinektra(MGV)"
"14091"	"s"	"Sketch"	NA	"lubesan(n.); lubes-tor(v.)"
"14092"	"s"	"Ski"	NA	"izh-hal-wonidohn(n.), izh-hal-tor |k'wonidohnlar|(v.)"
"14093"	"s"	"Ski jump"	NA	"izh-hal-spen"
"14094"	"s"	"Ski lodge"	NA	"izh-hal-ladzh"
"14095"	"s"	"Ski mask"	NA	"samek-geretau-limein"
"14096"	"s"	"Ski pole"	NA	"izh-hal-fek"
"14097"	"s"	"Ski slope"	NA	"izh-hal-vul"
"14098"	"s"	"Ski trail"	NA	"izh-hal-yut"
"14099"	"s"	"Ski trip"	NA	"izh-hal-halovaya"
"14100"	"s"	"Skier"	NA	"izh-halsu"
"14101"	"s"	"Skill"	NA	"renkup'es"
"14102"	"s"	"Skilled"	NA	"renkupik"
"14103"	"s"	"Skim"	"v."	"meshash-tor"
"14104"	"s"	"Skin"	"n."	"wadi(animal); sawadi(fruit/vegetable)"
"14105"	"s"	"Skin cancer"	NA	"wadi-rasahtra"
"14106"	"s"	"Skip"	"v., motion"	"kungau-sahr-tor"
"14107"	"s"	"Skirmish"	"n."	"pen-puk"
"14108"	"s"	"Skirt"	"n."	"gaf-geldau-sai"
"14109"	"s"	"Skull"	NA	"grat"
"14110"	"s"	"Sky"	NA	"igen"
"14111"	"s"	"Skydiver"	NA	"igen-taulsu"
"14112"	"s"	"Skydiving"	NA	"igen-taulan"
"14113"	"s"	"Skywriting, Sky-writing"	NA	"igen-kitaun"
"14114"	"s"	"Skylight"	NA	"ha'gel-razh"
"14115"	"s"	"Skysail"	NA	"kaur-mashalo-thalv"
"14116"	"s"	"Skyscraper"	NA	"kispekel"
"14117"	"s"	"Slack water"	NA	"mashen-shom"
"14118"	"s"	"Slacks"	"pants"	"marom-malanu"
"14119"	"s"	"Slant"	NA	"vul(n.), vul-tor(v.)"
"14120"	"s"	"Slap"	NA	"tu'ash-el'rutaya(n.), tu'ash-el'rutau(v.)"
"14121"	"s"	"Slash"	NA	"menesh(n.), menesh-tor(v.)"
"14122"	"s"	"Slat"	NA	"ralpidohn(aviation); wonidohn(strip of wood, etc.)"
"14123"	"s"	"Slate"	NA	"kitau-kov(mineral); kitau-kov-dohn(writing board)"
"14124"	"s"	"Slaughter"	"v."	"krustau"
"14125"	"s"	"Slave"	"n."	"kafeh"
"14126"	"s"	"Slave driver"	NA	"kafeh-abruneniwausu"
"14127"	"s"	"Slave labor camp"	NA	"kafeh-zup-bladzh"
"14128"	"s"	"Slave ship"	NA	"kafeh-masu-hali(TGV), kafeh-mashali(TGV)"
"14129"	"s"	"Slave trader, Slaver"	NA	"kafeh-ramakursu"
"14130"	"s"	"Slaveholder"	NA	"kafeh-ma'su"
"14131"	"s"	"Slavery"	NA	"kafehtru"
"14132"	"s"	"Slay"	NA	"stau"
"14133"	"s"	"Slayer"	NA	"stausu"
"14134"	"s"	"Sled"	"n."	"izh-hali"
"14135"	"s"	"Sledgehammer"	NA	"ras-mah-vel"
"14136"	"s"	"Sleigh"	NA	"izh-aushfa-hali(general term), izh-hors-hali(horse-drawn)"
"14137"	"s"	"Sleigh bell"	NA	"kus-vakh t'izh-aushfa-hali"
"14138"	"s"	"Sleigh ride"	NA	"faut svi'izh-aushfa-hali"
"14139"	"s"	"Sleep"	NA	"yuk(n.), yuk-tor(v.)"
"14140"	"s"	"Sleeping bag"	NA	"yuk-sa'haf"
"14141"	"s"	"Sleeping mat"	NA	"yuk-pev"
"14142"	"s"	"Sleet"	"n."	"le-sumalik sov-masu"
"14143"	"s"	"Sleeve"	"n."	"karkru(anc.)"
"14144"	"s"	"Slice"	NA	"fnaneshat(n.), fnanesh-tor(v.)"
"14145"	"s"	"Slicer"	NA	"fnaneshek"
"14146"	"s"	"Slide"	NA	"zish(n., act of sliding); zishek(n., toy); zish-tor(v.); makh-mesk(microscope)"
"14147"	"s"	"Slime"	"n."	"shuhk"
"14148"	"s"	"Sling"	"n."	"ahn-zhel"
"14149"	"s"	"Slip"	NA	"trel(n.), trel-tor(v.)"
"14150"	"s"	"Slippage"	NA	"trelan'es"
"14151"	"s"	"Slipper"	"footwear"	"ash'yakhut"
"14152"	"s"	"Slippery"	NA	"trelat-, trelatik"
"14153"	"s"	"Slipstream"	NA	"trel-pilash"
"14154"	"s"	"Slipstream drive"	NA	"trel-pilash-yeturek"
"14155"	"s"	"Sloop"	NA	"wuh-lap-mashaloli |k'fa-za-thalvan|"
"14156"	"s"	"Sloop-of-war"	NA	"aski wuh-lap-mashaloli |k'fa-za-thalvan|"
"14157"	"s"	"Slope"	NA	"vul(n.), vul-tor(v.)"
"14158"	"s"	"Slot"	"n."	"blemel"
"14159"	"s"	"Slot machine"	NA	"blemel-mish-vel"
"14160"	"s"	"Slow"	"adj."	"vohr-, vohris"
"14161"	"s"	"Slower"	"adj."	"weh-vohr-, weh-vohris"
"14162"	"s"	"Slowest"	"adj."	"dan-vohr-, dan-vohris"
"14163"	"s"	"Sludge"	NA	"elm'rel"
"14164"	"s"	"Slur"	NA	"mu'uhm(n.), mu'uhm-tor(v.)"
"14165"	"s"	"Small"	"adj."	"pi, pi'"
"14166"	"s"	"Smallpox"	NA	"veri'oluh |pi'wadi-razh-has|"
"14167"	"s"	"Smart"	"adj."	"klon|-|"
"14168"	"s"	"Smarter"	"adj."	"weh-klon|-|"
"14169"	"s"	"Smartest"	"adj."	"dan-klon|-|"
"14170"	"s"	"Smell"	"v., detect odor"	"fnish-tor"
"14171"	"s"	"Smile"	NA	"limataya(n.), limatau(v.)"
"14172"	"s"	"Smith"	"n."	"zhuksu"
"14173"	"s"	"Smithsonite"	NA	"sovnol-reh-eshu t'tsau-tukh"
"14174"	"s"	"Smog"	NA	"vuzhsek"
"14175"	"s"	"Smoke"	NA	"vuzh(n.); savuzhau(v., give off smoke); esh'vuzhau(v., tobacco)"
"14176"	"s"	"Smoke detector"	NA	"vuzh-patalek"
"14177"	"s"	"Smoke inhalation"	NA	"vuzh-vi'le-eshan"
"14178"	"s"	"Smokestack"	NA	"vuzh-mev, |vuzh-|woht"
"14179"	"s"	"Smoky"	"adj."	"vuzhat-, vuzhatik"
"14180"	"s"	"Smooth"	NA	"gli'ash|-|(adj.); gli'ash-tor(v.)"
"14181"	"s"	"Smooth muscle"	NA	"shati-dvunek"
"14182"	"s"	"Smuggler"	NA	"ipramakursu"
"14183"	"s"	"Snake"	"n."	"oluhk"
"14184"	"s"	"Snap"	"v."	"gnihsau(bite at); shau(break)"
"14185"	"s"	"Snare"	NA	"elapash(n.), elapash-tor(n.)"
"14186"	"s"	"Sneeze"	NA	"uhfuk(n.), uhfuk-tor(v.)"
"14187"	"s"	"Sniper"	NA	"irak-pohshausu"
"14188"	"s"	"Snoop"	NA	"pazamasu(n.); pazama-tor(v.)"
"14189"	"s"	"Snorkel"	"n."	"mev-eshaul"
"14190"	"s"	"Snow"	NA	"izh(n.); izhau(v.)"
"14191"	"s"	"Snow cone"	NA	"izh-ikun"
"14192"	"s"	"Snow level"	NA	"izh-vok"
"14193"	"s"	"Snowball"	"n."	"izh-dukal"
"14194"	"s"	"Snowbound"	NA	"izh-pasht"
"14195"	"s"	"Snowdrift"	NA	"izh-maraya"
"14196"	"s"	"Snowflake"	NA	"izh-wef"
"14197"	"s"	"Snowman"	NA	"izhsu"
"14198"	"s"	"Snowmelt"	NA	"izh-klimtaya"
"14199"	"s"	"Snowmobile"	NA	"su-izh-hali"
"14200"	"s"	"Snowplow, Snow plow, Snowplough"	NA	"izh-zahzek"
"14201"	"s"	"Showshoe"	"n."	"izh-ash'el"
"14202"	"s"	"Snowstorm"	NA	"izh-sahriv"
"14203"	"s"	"Snowy"	NA	"izhyan-, izhyanik"
"14204"	"s"	"Snuff"	"n., tobacco"	"snuhf"
"14205"	"s"	"Snuff box, Snuffbox, Snuff-box"	NA	"snuhf-natuhn"
"14206"	"s"	"So"	NA	"dom; ni"
"14207"	"s"	"So that"	NA	"ni'ish"
"14208"	"s"	"Soak"	"v."	"svimashau"
"14209"	"s"	"Soap"	NA	"pu-tukh"
"14210"	"s"	"Soap box"	NA	"pu-tukh-natuhn"
"14211"	"s"	"Soapstone"	NA	"mos-kov"
"14212"	"s"	"Soccer"	NA	"ash'ya-dukal-torvukh"
"14213"	"s"	"Soccer ball"	NA	"ash'ya-dukal"
"14214"	"s"	"Social"	"adj."	"shila-, shilaik"
"14215"	"s"	"Social worker"	NA	"shila-pi'maat-zupsu"
"14216"	"s"	"Socialism"	NA	"shila-dva"
"14217"	"s"	"Socialist"	NA	"shila-dvasu"
"14218"	"s"	"Society"	NA	"shila'es(general term), shilatra(association/group/guild)"
"14219"	"s"	"Sociologist"	NA	"shila-talsu"
"14220"	"s"	"Sociology"	NA	"shila-tal"
"14221"	"s"	"Sock"	"stocking"	"ash'ai(ancient contraction of \"ash-sai\")"
"14222"	"s"	"Socket"	"n."	"guf"
"14223"	"s"	"Sodium"	NA	"alem-tukh"
"14224"	"s"	"Sodium hydroxide"	NA	"sov-wuh-eshu t'alem-tukh"
"14225"	"s"	"Sodium nitrate"	NA	"sov-reh-eshu t'alem-tukh"
"14226"	"s"	"Sofa"	NA	"wu-ku-san"
"14227"	"s"	"Soft"	"adj."	"mos|-|"
"14228"	"s"	"Softball"	NA	"mos-dukal(the ball); mos-dukal-torvukh(the sport)"
"14229"	"s"	"Soften"	NA	"mos-tor"
"14230"	"s"	"Softer"	"adj."	"weh-mos|-|"
"14231"	"s"	"Softest"	"adj."	"dan-mos|-|"
"14232"	"s"	"Software"	"n."	"tum-gwan"
"14233"	"s"	"Soil"	"n."	"solek"
"14234"	"s"	"Soil horizon"	NA	"ragel-zehl t'solek"
"14235"	"s"	"Soil liquefaction"	NA	"solek-vimashaya"
"14236"	"s"	"Soil profile"	NA	"solek-ek'tin"
"14237"	"s"	"Solar activity"	NA	"yel-toran"
"14238"	"s"	"Solar array"	NA	"ug'yel-raf-zehlaya"
"14239"	"s"	"Solar climax"	NA	"ug'yel-pid-sfek"
"14240"	"s"	"Solar collector"	NA	"ug'yel-raf-tershayek"
"14241"	"s"	"Solar constant"	NA	"yel-ek'kat"
"14242"	"s"	"Solar eclipse"	NA	"ug'yel-ek'duv"
"14243"	"s"	"Solar energy"	NA	"ug'yel-tepul"
"14244"	"s"	"Solar flare"	NA	"yel-pohshaya"
"14245"	"s"	"Solar panel"	NA	"ug'yel-raf-math"
"14246"	"s"	"Solar-powered"	"adj."	"ug'yel-tepulal-, ug'yel-tepulalik"
"14247"	"s"	"Solar prominence"	NA	"yel-sposhan"
"14248"	"s"	"Solar sail"	NA	"yel-salan-thalv"
"14249"	"s"	"Solar system"	NA	"yel-pi'maat"
"14250"	"s"	"Solar wind"	NA	"yel-salan"
"14251"	"s"	"Solder"	NA	"mos-mokevik falterau-tukh(n.); mos-mokev-falterau(v.)"
"14252"	"s"	"Soldering iron"	NA	"mos-mokev-falterayek"
"14253"	"s"	"Soldier"	"n."	"ask'ersu"
"14254"	"s"	"Sole"	"foot"	"lad"
"14255"	"s"	"Solenoid"	NA	"vidvun-fek-pakuv"
"14256"	"s"	"Solid"	NA	"huht-, huhtik(adj.); huht(n.)"
"14257"	"s"	"Solidarity"	NA	"huhtkaunsh'es"
"14258"	"s"	"Solidify"	NA	"huhtkau"
"14259"	"s"	"Solid"	"-propellant"	"yon-hashek-aborayek t'huht-datau-tukh"
"14260"	"s"	"Solid"	"-propellant"	"yon-hashek-mishu t'huht-datau-tukh"
"14261"	"s"	"Solid-state drive "	"SSD"	"huht-nosh-yeturek"
"14262"	"s"	"Solitary"	NA	"awekat-, awekatik"
"14263"	"s"	"Solitude"	NA	"awek'es"
"14264"	"s"	"Solo"	"n."	"sa'awek-torperan, sa'awek-hash"
"14265"	"s"	"Soloist"	NA	"sa'awek-torpersu"
"14266"	"s"	"Solstice"	NA	"yel-be-wak"
"14267"	"s"	"Solution"	NA	"kilkaya(answer); meil-masu(chem.)"
"14268"	"s"	"Solve"	NA	"kilkau"
"14269"	"s"	"Somatic cell"	NA	"tsuri-nala"
"14270"	"s"	"Somatic mutation"	NA	"tsuri-nala-tselaya"
"14271"	"s"	"Some"	NA	"ein|-|"
"14272"	"s"	"Someday"	NA	"ein-wak"
"14273"	"s"	"Someone"	NA	"ein-veh"
"14274"	"s"	"Somersault"	"v."	"abubudau"
"14275"	"s"	"Something"	NA	"ein-vel"
"14276"	"s"	"Sometime"	NA	"ein-wak"
"14277"	"s"	"Somewhere"	NA	"ein-wilat"
"14278"	"s"	"Son"	NA	"sa-fu"
"14279"	"s"	"Sonar"	NA	"nemasu-patalek"
"14280"	"s"	"Sonar operator"	NA	"nemasu-patalek-el'torayek"
"14281"	"s"	"Sonar sweep"	NA	"nemasu-patalek-rafnashtaya"
"14282"	"s"	"Song"	NA	"rarav"
"14283"	"s"	"Songwriter"	NA	"rarav-kitausu"
"14284"	"s"	"Sonic"	NA	"ralashik"
"14285"	"s"	"Sonic shower"	NA	"ralash-mashulayek"
"14286"	"s"	"Sonic weapon"	NA	"ralash-wun"
"14287"	"s"	"Sonobuoy"	NA	"markan-nazhuyek"
"14288"	"s"	"Soon"	NA	"ak"
"14289"	"s"	"Soprano"	NA	"soprano-, sopranoyik(adj.); soprano(person)"
"14290"	"s"	"Sorcerer"	NA	"sa-ruboch"
"14291"	"s"	"Sorceress"	NA	"ko-ruboch"
"14292"	"s"	"Sorcery"	NA	"ruboch-tanaf"
"14293"	"s"	"Sore"	"n."	"sival"
"14294"	"s"	"Sorghum"	NA	"sorguhm(VTW)"
"14295"	"s"	"Sorority"	NA	"shi'oren-ko-katravek"
"14296"	"s"	"Sorority house"	NA	"kelek t'shi'oren-ko-katravek"
"14297"	"s"	"Sorrow"	NA	"tushat"
"14298"	"s"	"Sorrowful"	NA	"tushat-bosh"
"14299"	"s"	"Sort"	"v."	"wihfelau"
"14300"	"s"	"Soul"	NA	"|tvi-|katra"
"14301"	"s"	"Soulmate"	NA	"katra-katelalsu"
"14302"	"s"	"Sound"	NA	"ralash(n.); ralau(v.)"
"14303"	"s"	"Sounding sand"	NA	"ralash-mazhiv"
"14304"	"s"	"Soup"	NA	"shur"
"14305"	"s"	"Sour"	NA	"sfith|-|(adj.); sfithau(v.)"
"14306"	"s"	"Source"	"n."	"shu-pal(anc.)"
"14307"	"s"	"South"	NA	"khu'rak"
"14308"	"s"	"South Africa"	NA	"Khu'rak-Ahfrikuh"
"14309"	"s"	"South African"	NA	"khu'rak-ahfrikan-, khu'rak-ahfrikanik(adj.); Khu'rak-Ahfrikasu(person)"
"14310"	"s"	"South America"	NA	"Khu'rak-Uhmerikuh"
"14311"	"s"	"South American"	NA	"khu'rak-uhmerikan-, khu'rak-uhmerikanik(adj.); Khu'rak-Uhmerikasu(person)"
"14312"	"s"	"Southeast"	NA	"khu-she'rak"
"14313"	"s"	"Southern"	NA	"khu'rak-, khu'rakik"
"14314"	"s"	"Southern hemisphere"	NA	"khu'rak-ulef-ek'kal"
"14315"	"s"	"Southerner"	NA	"khu'raksu"
"14316"	"s"	"Southward"	"s"	"na'khu'rak"
"14317"	"s"	"Southwest"	NA	"khu-tev'rak"
"14318"	"s"	"Space"	NA	"ret(room); stukh(cosmos)"
"14319"	"s"	"Space capsule"	NA	"stukh-tvalt"
"14320"	"s"	"Space program"	NA	"stukh-hash-tumaya"
"14321"	"s"	"Space shuttle"	NA	"stukh-shan-hali"
"14322"	"s"	"Space station"	NA	"stukh-laskat"
"14323"	"s"	"Space-time continuum"	NA	"stukh-wak-ek'eku"
"14324"	"s"	"Space warp"	NA	"stukh-tchas"
"14325"	"s"	"Spacecraft"	NA	"stukh-hali"
"14326"	"s"	"Spacecraft clock time"	NA	"stukh-hali-wak"
"14327"	"s"	"Spacecraft event time"	NA	"pavek-wak svi'stukh-hali"
"14328"	"s"	"Spaceflight"	NA	"stukh-hash"
"14329"	"s"	"Spacer"	NA	"ret-vel"
"14330"	"s"	"Spaceship"	NA	"stukh-hali"
"14331"	"s"	"Spacesuit"	NA	"stukh-saikhut"
"14332"	"s"	"Spacious"	NA	"ret-bosh|-|"
"14333"	"s"	"Spade"	"n."	"ash'ya-hilek"
"14334"	"s"	"Span"	"n., reach"	"pul-vath"
"14335"	"s"	"Spandrel"	NA	"mesutsun"
"14336"	"s"	"Spanish"	NA	"espanya-, espanyaik(adj.), espanyasu(n.)"
"14337"	"s"	"Spare parts"	NA	"hayaikruslar"
"14338"	"s"	"Spare tire"	NA	"hayaikleimalek"
"14339"	"s"	"Spark"	NA	"kil(n.), kil-tor(v.)"
"14340"	"s"	"Spark plug"	NA	"kil-vel"
"14341"	"s"	"Sparkle"	"v."	"ug'smarkau"
"14342"	"s"	"Spasm"	"n."	"runev"
"14343"	"s"	"Spatial coordinate"	NA	"stukh-shi-kethel"
"14344"	"s"	"Spatial distortion"	NA	"stukh-saznek"
"14345"	"s"	"Spatula"	NA	"el'dalapek"
"14346"	"s"	"Spawning"	NA	"yu-mur-titaya"
"14347"	"s"	"Spay"	NA	"snem-tor yukallar"
"14348"	"s"	"Spayed"	"adj."	"yukallar-snemalik"
"14349"	"s"	"Speak"	NA	"stariben"
"14350"	"s"	"Speaker"	NA	"saralashek(device); staribsu(person)"
"14351"	"s"	"Spear"	"n."	"tilek"
"14352"	"s"	"Spear-gun"	"n."	"tilek-pohshayek(TGV), tilek-pohshek(MGV)"
"14353"	"s"	"Spear shaft"	NA	"tilek-fek"
"14354"	"s"	"Spear thrower"	NA	"tilek-lehmek"
"14355"	"s"	"Spearhead"	"n."	"tilek-sfek"
"14356"	"s"	"Special"	"adj."	"flanap-, flanapik"
"14357"	"s"	"Special ability"	NA	"flanap-kup'es"
"14358"	"s"	"Special delivery letter"	NA	"flanap-tefuk-kitup"
"14359"	"s"	"Special forces"	NA	"flanapasutra"
"14360"	"s"	"Specialist"	NA	"flanapausu(sentient), flanapaufa(non-sentient)"
"14361"	"s"	"Specialization"	NA	"flanapaya"
"14362"	"s"	"Specialize"	NA	"flanapau"
"14363"	"s"	"Speciation"	NA	"koshtrivaya"
"14364"	"s"	"Species"	NA	"koshtri"
"14365"	"s"	"Species abundance"	NA	"koshtri-mau-yan'es"
"14366"	"s"	"Species diversity"	NA	"koshtri-don-ka'es"
"14367"	"s"	"Species longevity"	NA	"koshtri-difan'es"
"14368"	"s"	"Specific"	NA	"tatayan-, tatayanik"
"14369"	"s"	"Specimen"	NA	"koshkrus"
"14370"	"s"	"Spectacles"	NA	"|bezhun-|zaneshu"
"14371"	"s"	"Spectators"	NA	"glantautra"
"14372"	"s"	"Specter"	NA	"duvsu, tam'a"
"14373"	"s"	"Spectral line"	NA	"kurtra-zehl"
"14374"	"s"	"Spectrogram"	NA	"kurtra-bes"
"14375"	"s"	"Spectrograph"	NA	"kurtra-besek"
"14376"	"s"	"Spectrometer"	NA	"kurtra-thonek"
"14377"	"s"	"Spectroscope"	NA	"kurtra-zan-vel"
"14378"	"s"	"Spectrum"	NA	"kurtra"
"14379"	"s"	"Speech"	NA	"starun"
"14380"	"s"	"Speed"	NA	"threshan(n.), thresha(v.)"
"14381"	"s"	"Speed limit"	NA	"threshan-grei"
"14382"	"s"	"Speeder"	"person"	"threshasu"
"14383"	"s"	"Speedometer"	NA	"threshan-mik-yal"
"14384"	"s"	"Speedster"	"person"	"thresha-veh"
"14385"	"s"	"Speleology"	NA	"tauk-tal"
"14386"	"s"	"Speleothem"	NA	"tauk-titaya"
"14387"	"s"	"Spell"	NA	"sees(n., magic); nazhitovau(v., grammar)"
"14388"	"s"	"Spellbook"	NA	"sees-dunap"
"14389"	"s"	"Spellcraft"	NA	"sees-tanaf"
"14390"	"s"	"Spelling"	"n., grammar"	"nazhitovaya"
"14391"	"s"	"Spermatozoon"	NA	"sa-nei"
"14392"	"s"	"Sphalerite"	NA	"vlau'u t'tsau-tukh"
"14393"	"s"	"Sphenoid"	NA	"shihvek-vel"
"14394"	"s"	"Sphenoid bone"	NA	"shihvek-hinek"
"14395"	"s"	"Sphere"	NA	"ek'kal"
"14396"	"s"	"Spherical coordinates"	NA	"ek'kal-shi-kethellar"
"14397"	"s"	"Spherical geometry"	NA	"ek'kal-khlop-thonik su'us-ek'tal"
"14398"	"s"	"Spherical trigonometry"	NA	"ek'kal-reh-vlupik su'us-ek'tal"
"14399"	"s"	"Sphygmomanometer"	NA	"khaf-vihish-thonek"
"14400"	"s"	"Spice"	"n."	"bar-kas(anc.)"
"14401"	"s"	"Spider"	NA	"oh-mal|fa|(non-Terran), spaiduhr(Terran)"
"14402"	"s"	"Spike"	"n."	"lisfek"
"14403"	"s"	"Spill"	NA	"huplamaya(n.), huplamau(v.)"
"14404"	"s"	"Spin"	NA	"padan(n., rotation), pada-tor(v., rotate); rada-tor(web, yarn)"
"14405"	"s"	"Spinal canal"	NA	"plat-ur"
"14406"	"s"	"Spinal column"	NA	"plat"
"14407"	"s"	"Spinal cord"	NA	"plat-wel-elakh"
"14408"	"s"	"Spinal nerve"	NA	"plat-wel"
"14409"	"s"	"Spindle"	"n."	"magu"
"14410"	"s"	"Spindrift"	NA	"sazasfek-saplaya"
"14411"	"s"	"Spine"	NA	"plat(backbone); tilasfek(quill, etc.)"
"14412"	"s"	"Spinel"	NA	"kelfek"
"14413"	"s"	"Spinnaker"	NA	"nusalan-mashalo-thalv"
"14414"	"s"	"Spiracle"	NA	"esh-sharu"
"14415"	"s"	"Spiral"	NA	"kulanayik(adj.); kulan(n.)"
"14416"	"s"	"Spiral staircase"	NA	"kulan-kaiden"
"14417"	"s"	"Spire"	NA	"sfekiku"
"14418"	"s"	"Spirit"	"n."	"tam'a(anc., ghost); |tvi-|katra(soul)"
"14419"	"s"	"Spiritualism"	NA	"tam'a-mestau-dva"
"14420"	"s"	"Spiritualist"	NA	"tam'a-mestau-dvasu"
"14421"	"s"	"Spit"	"v."	"gruhmashau"
"14422"	"s"	"Splash"	NA	"pluhnkaya(n.), pluhnkau(v.)"
"14423"	"s"	"Splashdown"	"n."	"fimasunaya"
"14424"	"s"	"Spleen"	NA	"khaf-nafek"
"14425"	"s"	"Splenectomy"	NA	"khaf-nafek-snem"
"14426"	"s"	"Splenitis"	NA	"khaf-nafek-yonshaya"
"14427"	"s"	"Splice"	NA	"elatersaya(n.), elatersau(v.)"
"14428"	"s"	"Splinter"	NA	"lapsashus(n.); lapsashau(v.)"
"14429"	"s"	"Split"	NA	"tresh(n.), tresh-tor(v.)"
"14430"	"s"	"Split open"	NA	"treshau"
"14431"	"s"	"Spoil"	"v."	"thilmau"
"14432"	"s"	"Spoilage"	NA	"thilmaya"
"14433"	"s"	"Spoiler"	"device"	"sov-zaseshayek"
"14434"	"s"	"Spoke"	"wheel"	"halek-mes-vel"
"14435"	"s"	"Spoke wrench, Spoke Spanner"	NA	"mish-raul t'halek-mes-vel"
"14436"	"s"	"Sponge"	NA	"vishopuk(n.), vishopuk-tor(v.)"
"14437"	"s"	"Spontaneous combustion"	NA	"shai-yontaya"
"14438"	"s"	"Spontaneous evolution"	NA	"shai-wakrubaya"
"14439"	"s"	"Spontaneous mutation"	NA	"shai-tselaya"
"14440"	"s"	"Spook"	NA	"tam'a"
"14441"	"s"	"Spooky"	NA	"drichel-, drichelik"
"14442"	"s"	"Spool"	"n."	"pi'magu"
"14443"	"s"	"Spoon"	"n."	"floku"
"14444"	"s"	"Spore"	NA	"rikas-sa-nei"
"14445"	"s"	"Sport"	"n."	"torvukh"
"14446"	"s"	"Spot"	"n."	"dap(dot); shi(place)"
"14447"	"s"	"Spot"	"v."	"glatulaumau"
"14448"	"s"	"Spotlight"	"n."	"glatulaumau-ha'gelet"
"14449"	"s"	"Spotter"	NA	"glatulaumausu"
"14450"	"s"	"Sprain"	"n."	"nauk"
"14451"	"s"	"Spray"	NA	"saplaya(n.); saplau(v.)"
"14452"	"s"	"Sprayer"	NA	"saplayek"
"14453"	"s"	"Spread"	NA	"sak(n.), sak-tor(v.)"
"14454"	"s"	"Spreader"	"device"	"sakek"
"14455"	"s"	"Spring"	"n."	"mopakuv(metal coil); sayumak(water); sakuvau(v.)"
"14456"	"s"	"Spring"	"season"	"Sikar(colloquial); kastik-wak|-krus|(general)"
"14457"	"s"	"Spring equinox"	NA	"ka-wak-gad t'Sikar"
"14458"	"s"	"Spring forth"	NA	"sasakuvau"
"14459"	"s"	"Spring tide"	NA	"dan-pid-mashen"
"14460"	"s"	"Sprinkler"	NA	"mashayek"
