"FRST_LETTER"	"vulcan"	"pronunciation"	"variety"	"pos"	"fse"	"misc"
"3750"	"t"	"Tu-Dzharok"	NA	"NGS"	NA	" \"The Way of Jarok\"; mastery over \"The Inner Chorus\" by embracing emotion"	""
"3751"	"t"	"Tu-lan "	NA	"MGV"	NA	" Vulcan breathing exercise"	""
"3752"	"t"	"Tu-Surak"	NA	"NGS"	NA	" \"The Way of Surak\""	""
"3753"	"t"	"Tuf "	NA	"MGV"	NA	" chest, thorax"	""
"3754"	"t"	"Tuf-has-tal "	NA	"MGV"	NA	" thoracic medicine"	""
"3755"	"t"	"Tuf-hinek "	NA	"MGV"	NA	" breast bone, sternum"	""
"3756"	"t"	"Tuf-wel "	NA	"MGV"	NA	" thoracic nerve"	""
"3757"	"t"	"Tuh "	NA	"MGV"	"n."	" stack, pile, heap"	""
"3758"	"t"	"Tuhk "	NA	"MGV"	"n."	" dent"	""
"3759"	"t"	"Tuhllar "	NA	"MGV"	NA	" contents"	""
"3760"	"t"	"Tuhsau "	NA	"MGV"	"v."	" cross"	""
"3761"	"t"	"Tukh "	NA	"MGV"	NA	" material, stuff, substance"	""
"3762"	"t"	"Tum "	NA	"MGV"	"n."	" count, tally"	""
"3763"	"t"	"Tum-nentu "	NA	"MGV"	NA	" abacus"	""
"3764"	"t"	"Tum-tor "	NA	"MGV"	"v."	" count, add up, tally"	""
"3765"	"t"	"Tum-vel "	NA	"MGV"	NA	" computer"	""
"3766"	"t"	"Tumak "	NA	"MGV"	NA	" "	"computer"
"3767"	"t"	"Tumau "	NA	"MGV"	"v."	" program"	""
"3768"	"t"	"Tun "	NA	"MGV"	"n."	" care"	""
"3769"	"t"	"Tupa "	NA	"MGV"	NA	" lesson"	""
"3770"	"t"	"Tus-tor "	NA	"MGV"	"v."	" load"	""
"3771"	"t"	"Tusa "	NA	"MGV"	"v."	" weep"	""
"3772"	"t"	"Tushah "	NA	"MGV"	NA	" grieve"	""
"3773"	"t"	"Tushat "	NA	"MGV"	NA	" grief"	""
"3774"	"t"	"Tushetik "	NA	"MGV"	"adj."	" apprehensive"	""
"3775"	"t"	"Tusla "	NA	"MGV"	NA	" cargo"	""
"3776"	"t"	"Tusla-masu-hali, Tusla-mashali "	NA	"MGV"	NA	" cargo ship, freighter"	""
"3777"	"t"	"Tusok "	NA	"MGV"	"n."	" exercise"	""
"3778"	"t"	"Tuvel "	NA	"MGV"	NA	" matter"	"subject"
"3779"	"t"	"Tuwak "	NA	"MGV"	NA	" recent"	""
"3780"	"t"	"Tvah "	NA	"MGV"	"n."	" meaning"	""
"3781"	"t"	"Tvai "	NA	"MGV"	"v."	" mean"	""
"3782"	"t"	"Tvau "	NA	"MGV"	"v."	" swing"	""
"3783"	"t"	"Tvaya "	NA	"MGV"	"n."	" swing"	""
"3784"	"t"	"Tvelkau "	NA	"MGV"	"v."	" tune"	"radio"
"3785"	"t"	"Tveshu "	NA	"MGV"	NA	" origin"	""
"3786"	"t"	"Tvi-, Tvik "	NA	"MGV"	"adj."	" inner, interior, internal"	""
"3787"	"t"	"Tvi-dash "	NA	"MGV"	NA	" internal injury"	""
"3788"	"t"	"Tvi-ha-velik "	NA	"MGV"	NA	" in vivo"	""
"3789"	"t"	"Tvi-kaluk "	NA	"MGV"	NA	" inner ear"	""
"3790"	"t"	"Tvi-kovtra "	NA	"MGV"	NA	" mantle"	"geol."
"3791"	"t"	"Tvi-nafeklar "	NA	"MGV"	NA	" internal organs"	""
"3792"	"t"	"Tvi-samuyek "	NA	"MGV"	NA	" intercooler"	""
"3793"	"t"	"Tvi-sau-pi'nafek "	NA	"MGV"	NA	" endocrine gland"	""
"3794"	"t"	"Tvi-sau-tal "	NA	"MGV"	NA	" endocrinology"	""
"3795"	"t"	"Tvi-sau-torektra "	NA	"MGV"	NA	" endocrine system"	""
"3796"	"t"	"Tvi-shal"	NA	"TGV"	NA	" chamber, room, atrium"	""
"3797"	"t"	"Tvi-shitik "	NA	"MGV"	NA	" in situ"	"med."
"3798"	"t"	"Tvi-stukh "	NA	"MGV"	NA	" interstice"	""
"3799"	"t"	"Tvi-sudefik "	NA	"MGV"	NA	" in utero"	""
"3800"	"t"	"Tvi-sviribayek "	NA	"MGV"	NA	" intercom"	""
"3801"	"t"	"Tvi-thro-svep "	NA	"MGV"	NA	" inner hatch"	""
"3802"	"t"	"Tvi-tukh "	NA	"MGV"	NA	" endoplasm"	""
"3803"	"t"	"Tvi-vulu "	NA	"MGV"	NA	" interior angle"	""
"3804"	"t"	"Tvi-wek "	NA	"MGV"	"n."	" interphase"	""
"3805"	"t"	"Tvi-yontau-mishu "	NA	"MGV"	NA	" internal combustion engine"	""
"3806"	"t"	"Tvi-zan-vel "	NA	"MGV"	NA	" endoscope"	""
"3807"	"t"	"Tvi-zul "	NA	"MGV"	NA	" magma"	""
"3808"	"t"	"Tvidon'es "	NA	"MGV"	NA	" enrichment"	""
"3809"	"t"	"Tvidon-tor "	NA	"MGV"	NA	" enrich"	""
"3810"	"t"	"Tvihal"	NA	"MGV"	NA	" chamber, room, atrium"	""
"3811"	"t"	"Tvihanek "	NA	"MGV"	"n."	" interface"	""
"3812"	"t"	"Tviklachek "	NA	"MGV"	"n."	" interlock"	""
"3813"	"t"	"Tvimesau "	NA	"MGV"	NA	" intersect"	""
"3814"	"t"	"Tvimesaya "	NA	"MGV"	NA	" intersection"	""
"3815"	"t"	"Tvisek "	NA	"MGV"	NA	" reflex"	""
"3816"	"t"	"Tvitau "	NA	"MGV"	"v."	" line"	""
"3817"	"t"	"Tvitaya "	NA	"MGV"	NA	" lining"	""
"3818"	"t"	"Tviyan "	NA	"MGV"	"n."	" core"	""
"3819"	"u"	"U, U' "	NA	"MGV"	NA	" as"	""
"3820"	"u"	"U'gal "	NA	"MGV"	"n."	" electron"	""
"3821"	"u"	"U'gal-glashaun "	NA	"MGV"	NA	" electron scanning"	""
"3822"	"u"	"U'gal-ha'zehl "	NA	"MGV"	NA	" electron beam"	""
"3823"	"u"	"U'gal-pohshek "	NA	"MGV"	NA	" electron gun"	""
"3824"	"u"	"U'gal-salash "	NA	"MGV"	NA	" electron stream"	""
"3825"	"u"	"U'gal-shivak "	NA	"MGV"	NA	" electron mass"	""
"3826"	"u"	"U'gal-yumau-tal "	NA	"MGV"	NA	" electronics"	"study"
"3827"	"u"	"Ugalik numo-zan-vel "	NA	"MGV"	NA	" electron microscope"	""
"3828"	"u"	"U'rak "	NA	"MGV"	NA	" negative"	"polarity"
"3829"	"u"	"Ub "	NA	"MGV"	NA	" dome"	""
"3830"	"u"	"Udash|-| "	NA	"MGV"	NA	" cruel, mean, not nice "	"at all"
"3831"	"u"	"Uf "	NA	"MGV"	NA	" how"	""
"3832"	"u"	"Ugau "	NA	"MGV"	"v."	" promise"	""
"3833"	"u"	"Uk "	NA	"MGV"	NA	" digit"	"finger or toe"
"3834"	"u"	"Ukhru-vishan "	NA	"MGV"	NA	" affair"	""
"3835"	"u"	"Ukralau "	NA	"MGV"	"v."	" crawl"	""
"3836"	"u"	"Ukraluk "	NA	"MGV"	NA	" reptile"	""
"3837"	"u"	"Ul-wihka "	NA	"MGV"	NA	" hypothesis"	""
"3838"	"u"	"Ulef "	NA	"MGV"	NA	" half"	""
"3839"	"u"	"Ulidak "	NA	"MGV"	"n."	" scarring"	""
"3840"	"u"	"Ulidar "	NA	"MGV"	"n."	" mark, scar"	""
"3841"	"u"	"Ulidau "	NA	"MGV"	"v."	" mark, scar"	""
"3842"	"u"	"Ulidau-glaribek "	NA	"MGV"	NA	" marker beacon"	""
"3843"	"u"	"Ulidaya "	NA	"MGV"	"n."	" marking"	""
"3844"	"u"	"Ulidayek "	NA	"MGV"	NA	" marker buoy"	""
"3845"	"u"	"Ulidek "	NA	"MGV"	"n."	" marker"	""
"3846"	"u"	"Um "	NA	"MGV"	NA	" tip, point"	""
"3847"	"u"	"Un "	NA	"MGV"	NA	" digit"	"math."
"3848"	"u"	"Ur "	NA	"MGV"	NA	" tunnel"	""
"3849"	"u"	"Uralau "	NA	"MGV"	"v."	" sing"	""
"3850"	"u"	"Uralausu "	NA	"MGV"	NA	" singer"	""
"3851"	"u"	"Urgam "	NA	"MGV"	NA	" effort"	""
"3852"	"u"	"Uroshal "	NA	"MGV"	"n."	" farm"	""
"3853"	"u"	"Uroshal-kelek "	NA	"MGV"	NA	" farmhouse"	""
"3854"	"u"	"Uroshal-solektra "	NA	"MGV"	NA	" farmland"	""
"3855"	"u"	"Uroshal-zupsu "	NA	"MGV"	NA	" farm hand, farm worker"	""
"3856"	"u"	"Uroshalsu "	NA	"MGV"	NA	" farmer"	"MGV"
"3857"	"u"	"Uroshitau "	NA	"MGV"	"v."	" farm"	""
"3858"	"u"	"Uroshitausu "	NA	"MGV"	NA	" farmer"	"TGV"
"3859"	"u"	"Urozh"	NA	"anc."	NA	" crop"	"s"
"3860"	"u"	"Ushek "	NA	"MGV"	NA	" basalt"	""
"3861"	"u"	"Ushgul "	NA	"MGV"	NA	" a legendary werewolf-like being"	""
"3862"	"u"	"Utan "	NA	"MGV"	NA	" compassionate"	""
"3863"	"u"	"Utan'es "	NA	"MGV"	NA	" compassion"	""
"3864"	"u"	"Utvau "	NA	"MGV"	"v."	" reason"	""
"3865"	"u"	"Uus "	""	"MGV"	NA	" icon"	""
"3866"	"u"	"Uyed "	NA	"MGV"	NA	" emphatic particle"	"grammar"
"3867"	"u"	"Uz "	NA	"MGV"	NA	" fee"	""
"3868"	"u"	"Uzh|-| "	NA	"MGV"	NA	" new"	""
"3869"	"u"	"Uzhau "	NA	"MGV"	NA	" refresh, renew"	""
"3870"	"v"	"V'hak"	NA	"anc."	NA	" elegy"	""
"3871"	"v"	"V'Shar"	NA	"NGS"	NA	" The Vulcan Security Force"	""
"3872"	"v"	"V'Tosh"	NA	"NGS"	NA	" the people of Vulcan"	""
"3873"	"v"	"V'Tosh ka'tur"	NA	"NGS"	NA	" \"Vulcans without logic\""	""
"3874"	"v"	"Va'amau "	NA	"MGV"	"v."	" mimic"	""
"3875"	"v"	"Va'asau "	NA	"MGV"	"v."	" copy"	""
"3876"	"v"	"Va'ashiv "	NA	"MGV"	NA	" again"	""
"3877"	"v"	"Va'num"	NA	"obs."	"n."	" search"	""
"3878"	"v"	"Va'prah "	NA	"MGV"	NA	" replace"	""
"3879"	"v"	"Vah "	NA	"MGV"	NA	" as"	"comparitive"
"3880"	"v"	"Vahl "	NA	"MGV"	NA	" grant, bequeath"	""
"3881"	"v"	"Vai "	NA	"MGV"	NA	" holy"	""
"3882"	"v"	"Vaikar-, Vaikarik "	NA	"MGV"	NA	" devout"	""
"3883"	"v"	"Vaikau "	NA	"MGV"	NA	" devote"	""
"3884"	"v"	"Vaikausu "	NA	"MGV"	NA	" devotee, fan"	""
"3885"	"v"	"Vak-zehl "	NA	"MGV"	"n."	" X-ray"	""
"3886"	"v"	"Vakav'es "	NA	"MGV"	NA	" frequency"	""
"3887"	"v"	"Vakav'es-fereikek "	NA	"MGV"	NA	" frequency synthesizer"	""
"3888"	"v"	"Vakav'es-nakihtilaya "	NA	"MGV"	NA	" frequency modulation "	"FM"
"3889"	"v"	"Vakav'es-rushanek "	NA	"MGV"	NA	" frequency converter"	""
"3890"	"v"	"Vakav'es-zhel "	NA	"MGV"	NA	" frequency band"	""
"3891"	"v"	"Vakav-, Vakavik "	NA	"MGV"	NA	" frequent"	""
"3892"	"v"	"Vakh-, Vakhik "	NA	"MGV"	NA	" bold"	""
"3893"	"v"	"Vaksurik "	NA	"MGV"	NA	" beautiful"	""
"3894"	"v"	"Val "	NA	"MGV"	"n."	" chip"	""
"3895"	"v"	"Valit "	NA	"MGV"	NA	" a Vulcan burrowing animal"	""
"3896"	"v"	"Vam "	NA	"MGV"	"n."	" esteem"	""
"3897"	"v"	"Van-kal"	NA	"anc."	NA	" ceremony"	""
"3898"	"v"	"Van-razh "	NA	"MGV"	NA	" mine"	"shaft"
"3899"	"v"	"Van-tor "	NA	"MGV"	NA	" mine, excavate, dig up"	""
"3900"	"v"	"Van-tukh "	NA	"MGV"	NA	" ore"	""
"3901"	"v"	"Vanu-, Vanuk "	NA	"MGV"	NA	" ceremonial"	""
"3902"	"v"	"Var "	NA	"MGV"	NA	" tale, story"	""
"3903"	"v"	"Var-tor "	NA	"MGV"	NA	" tell "	"a story"
"3904"	"v"	"Varahmau "	NA	"MGV"	NA	" address, speak directly to"	""
"3905"	"v"	"Variben "	NA	"MGV"	"v."	" talk"	""
"3906"	"v"	"Vas-tor "	NA	"MGV"	NA	" relieve"	""
"3907"	"v"	"Vash "	NA	"MGV"	NA	" terror"	""
"3908"	"v"	"Vash-tor "	NA	"MGV"	NA	" terrify"	""
"3909"	"v"	"Vashau "	NA	"MGV"	NA	" destroy"	""
"3910"	"v"	"Vashaya "	NA	"MGV"	NA	" destruction"	""
"3911"	"v"	"Vat "	NA	"MGV"	NA	" repository, temporary storage"	""
"3912"	"v"	"Vath "	NA	"MGV"	NA	" other"	""
"3913"	"v"	"Vathru "	NA	"MGV"	NA	" otherwise"	""
"3914"	"v"	"Vau-tukh "	NA	"MGV"	NA	" titanium"	""
"3915"	"v"	"Vaukh "	NA	"MGV"	NA	" calf"	"leg"
"3916"	"v"	"Vaunah "	NA	"MGV"	NA	" hesitation"	""
"3917"	"v"	"Vaunai "	NA	"MGV"	NA	" hesitate"	""
"3918"	"v"	"Vava "	NA	"MGV"	"n."	" echo"	""
"3919"	"v"	"Vazgau "	NA	"MGV"	NA	" steal"	""
"3920"	"v"	"Vazh "	NA	"MGV"	NA	" urine"	""
"3921"	"v"	"Vazh-ek'ur-tal "	NA	"MGV"	NA	" urology"	""
"3922"	"v"	"Vazh-mev "	NA	"MGV"	NA	" urethra"	""
"3923"	"v"	"Vazh-mev-yonshaya "	NA	"MGV"	NA	" urethritis"	""
"3924"	"v"	"Vazh-sa'haf"	NA	"TGV"	NA	" bladder"	""
"3925"	"v"	"Vazhaf"	NA	"MGV"	NA	" bladder"	""
"3926"	"v"	"Vazhau "	NA	"MGV"	NA	" urinate"	""
"3927"	"v"	"Vazhau-kusut|-nosh| "	NA	"MGV"	NA	" urodynia"	""
"3928"	"v"	"Vazhaya "	NA	"MGV"	NA	" urination"	""
"3929"	"v"	"Ved "	NA	"MGV"	NA	" quite"	""
"3930"	"v"	"Vedik "	NA	"MGV"	NA	" weed"	""
"3931"	"v"	"Vedrah prah"	NA	"NGS"	NA	" acceptance & negation of pain & discomfort"	""
"3932"	"v"	"Vek "	NA	"MGV"	NA	" "	"egg"
"3933"	"v"	"Vel "	NA	"MGV"	NA	" thing, object, item"	""
"3934"	"v"	"Vel-zhit "	NA	"MGV"	NA	" noun"	""
"3935"	"v"	"Velek "	NA	"MGV"	NA	" structure"	"chem.;biol."
"3936"	"v"	"Veli-, Velik "	NA	"MGV"	NA	" simple, basic"	""
"3937"	"v"	"Veltra "	NA	"MGV"	NA	" property"	""
"3938"	"v"	"Ven-dol-tar"	NA	"anc."	NA	" philosophy"	""
"3939"	"v"	"Venek "	NA	"MGV"	"n."	" trend"	""
"3940"	"v"	"Venk "	NA	"MGV"	"n."	" idea"	""
"3941"	"v"	"Venlinahr"	NA	"anc."	NA	" normal state of adult discipline"	""
"3942"	"v"	"Ver-tor "	NA	"MGV"	"v."	" edit"	""
"3943"	"v"	"Versu "	NA	"MGV"	NA	" editor"	""
"3944"	"v"	"Ves "	NA	"MGV"	NA	" kind, type, ilk"	""
"3945"	"v"	"Vesh "	NA	"MGV"	NA	" ago"	""
"3946"	"v"	"Veshau "	NA	"MGV"	"v."	" elapse, pass"	""
"3947"	"v"	"Vesht "	NA	"MGV"	NA	" past"	""
"3948"	"v"	"Vesht-aushfa-tal "	NA	"MGV"	NA	" paleozoology"	""
"3949"	"v"	"Vesht-ek'nosh-tal "	NA	"MGV"	NA	" paleoclimatology"	""
"3950"	"v"	"Vesht-ha-tal "	NA	"MGV"	NA	" paleontology"	""
"3951"	"v"	"Vesht-kastik-tal "	NA	"MGV"	NA	" paleobotany"	""
"3952"	"v"	"Vesht-koshtri "	NA	"MGV"	NA	" paleospecies"	""
"3953"	"v"	"Vesht-var "	NA	"MGV"	NA	" history"	""
"3954"	"v"	"Vesht-varik "	NA	"MGV"	NA	" historic"	"al"
"3955"	"v"	"Veshtau "	NA	"MGV"	"v."	" experience"	""
"3956"	"v"	"Veshtaya "	NA	"MGV"	"n."	" experience"	""
"3957"	"v"	"Vesuhl"	NA	"anc."	NA	" bitumen"	""
"3958"	"v"	"Vet "	NA	"MGV"	"n."	" doubt"	""
"3959"	"v"	"Vet-bosh "	NA	"MGV"	NA	" doubtful, dubious"	""
"3960"	"v"	"Vet-fam "	NA	"MGV"	NA	" doubtless"	""
"3961"	"v"	"Vi "	NA	"MGV"	NA	" who"	""
"3962"	"v"	"Vi-kwitau "	NA	"MGV"	NA	" intrude"	""
"3963"	"v"	"Vi-kwitaya "	NA	"MGV"	NA	" intrusion"	""
"3964"	"v"	"Vi-seshau "	NA	"MGV"	NA	" absorb"	""
"3965"	"v"	"Vi-seshau'es "	NA	"MGV"	NA	" absorbency"	""
"3966"	"v"	"Vi-seshau-kurtra "	NA	"MGV"	NA	" absorption spectrum"	""
"3967"	"v"	"Vi-seshau-zehllar "	NA	"MGV"	NA	" absorption lines"	""
"3968"	"v"	"Vi-seshau-zhel "	NA	"MGV"	NA	" absorption band"	""
"3969"	"v"	"Vi-seshauk "	NA	"MGV"	"adj."	" absorbent"	""
"3970"	"v"	"Vi-seshaya "	NA	"MGV"	NA	" absorption"	""
"3971"	"v"	"Vi-seshayek "	NA	"MGV"	"n."	" absorbent"	""
"3972"	"v"	"Vihash-tor "	NA	"MGV"	"v."	" fly in, arrive by aircraft"	""
"3973"	"v"	"Vihish "	NA	"MGV"	"n."	" pressure"	""
"3974"	"v"	"Vihish-fen "	NA	"MGV"	NA	" pressure seal"	""
"3975"	"v"	"Vihish-mev "	NA	"MGV"	NA	" pressurization duct"	""
"3976"	"v"	"Vihish-pakhartayek "	NA	"MGV"	NA	" pressure regulator"	""
"3977"	"v"	"Vihish-sahish-torektra "	NA	"MGV"	NA	" pressurization/depressurization system"	""
"3978"	"v"	"Vihish-tash-torektra "	NA	"MGV"	NA	" pressure control system"	""
"3979"	"v"	"Vihish-tor "	NA	"MGV"	NA	" pressurize"	""
"3980"	"v"	"Vihishan "	NA	"MGV"	NA	" pressurization"	""
"3981"	"v"	"Vihk "	NA	"MGV"	NA	" blob, clod, clot, glob"	""
"3982"	"v"	"Vihpan "	NA	"MGV"	"n."	" block"	""
"3983"	"v"	"Vikau "	NA	"MGV"	NA	" warn"	""
"3984"	"v"	"Vikaya "	NA	"MGV"	NA	" warning, alarm"	""
"3985"	"v"	"Vikayek "	NA	"MGV"	NA	" alarm"	"device"
"3986"	"v"	"Vikuvau "	NA	"MGV"	NA	" encircle, surround"	""
"3987"	"v"	"Vil "	NA	"MGV"	NA	" odor"	""
"3988"	"v"	"Vimashau "	NA	"MGV"	NA	" liquefy"	""
"3989"	"v"	"Vimashaya "	NA	"MGV"	NA	" liquefication"	""
"3990"	"v"	"Vimevilau "	NA	"MGV"	NA	" induce"	""
"3991"	"v"	"Vimevilaya "	NA	"MGV"	NA	" induction"	""
"3992"	"v"	"Vimevilayek "	NA	"MGV"	NA	" inducer"	"device"
"3993"	"v"	"Vin'es "	NA	"MGV"	NA	" maturity"	""
"3994"	"v"	"Vin-tor "	NA	"MGV"	"v."	" mature"	""
"3995"	"v"	"Vinem "	NA	"MGV"	NA	" assimilation"	""
"3996"	"v"	"Vinem-tor "	NA	"MGV"	NA	" assimilate"	""
"3997"	"v"	"Vinemalik, Vinemayik "	NA	"MGV"	"adj."	" assimilated"	""
"3998"	"v"	"Vinik "	NA	"MGV"	NA	" mature"	"d"
"3999"	"v"	"Vipladau "	NA	"MGV"	"v."	" record"	""
"4000"	"v"	"Vipladayek "	NA	"MGV"	NA	" recorder"	"device"
"4001"	"v"	"Vis "	NA	"MGV"	NA	" grid, net, web"	""
"4002"	"v"	"Visak'a"	NA	"anc."	NA	" legacy"	""
"4003"	"v"	"Visatilau "	NA	"MGV"	NA	" encrypt"	""
"4004"	"v"	"Visatilaya "	NA	"MGV"	NA	" encryption"	""
"4005"	"v"	"Vishau "	NA	"MGV"	NA	" insert"	""
"4006"	"v"	"Vishaya "	NA	"MGV"	NA	" insertion"	""
"4007"	"v"	"Vishi-vel "	NA	"MGV"	"n."	" implant"	""
"4008"	"v"	"Vishitau "	NA	"MGV"	NA	" embed, implant, set into place"	""
"4009"	"v"	"Vishitaya "	NA	"MGV"	NA	" embedding, implantation"	""
"4010"	"v"	"Vishizhukel "	NA	"MGV"	NA	" foundry"	""
"4011"	"v"	"Viskulan "	NA	"MGV"	NA	" matrix"	""
"4012"	"v"	"Visnuhpau "	NA	"MGV"	NA	" encroach"	""
"4013"	"v"	"Visnuhpaya "	NA	"MGV"	NA	" encroachment"	""
"4014"	"v"	"Visolektau "	NA	"MGV"	NA	" bury"	""
"4015"	"v"	"Visolektaya "	NA	"MGV"	NA	" burial"	""
"4016"	"v"	"Visovau "	NA	"MGV"	NA	" inflate"	""
"4017"	"v"	"Visovaya "	NA	"MGV"	NA	" inflation"	""
"4018"	"v"	"Vistra "	NA	"MGV"	NA	" network, netting, webbing"	""
"4019"	"v"	"Vita "	NA	"MGV"	NA	" unless"	""
"4020"	"v"	"Vitaya "	NA	"MGV"	NA	" stasis"	""
"4021"	"v"	"Vitik "	NA	"MGV"	"adj."	" static"	""
"4022"	"v"	"Vitush "	NA	"MGV"	NA	" ash"	"es"
"4023"	"v"	"Vivotaya "	NA	"MGV"	NA	" infection"	""
"4024"	"v"	"Viyatau "	NA	"MGV"	NA	" impregnate"	""
"4025"	"v"	"Viyi-, Viyik "	NA	"MGV"	NA	" even"	"not odd"
"4026"	"v"	"Viyi-su'us "	NA	"MGV"	NA	" even number"	""
"4027"	"v"	"Vla "	NA	"MGV"	"n."	" side, facet"	""
"4028"	"v"	"Vlak|-| "	NA	"MGV"	"adj."	" sudden"	""
"4029"	"v"	"Vlavla|-| "	NA	"MGV"	"adj."	" parallel"	""
"4030"	"v"	"Vlavla-wakrubaya "	NA	"MGV"	NA	" parallel evolution"	""
"4031"	"v"	"Vlau-tor "	NA	"MGV"	"v."	" stink, reek"	""
"4032"	"v"	"Vlei "	NA	"MGV"	"v."	" bellow"	""
"4033"	"v"	"Vlitau "	NA	"MGV"	"v."	" pay"	""
"4034"	"v"	"Vluhn "	NA	"MGV"	"n."	" drum"	""
"4035"	"v"	"Vluhn-kuhsh "	NA	"MGV"	NA	" drumbeat"	""
"4036"	"v"	"Vluhn-tor "	NA	"MGV"	"v."	" drum"	""
"4037"	"v"	"Vlur "	NA	"MGV"	"v."	" howl"	""
"4038"	"v"	"Vnol"	NA	"anc."	NA	" former friend who is now an enemy"	""
"4039"	"v"	"Vohr-, Vohris "	NA	"MGV"	"adj."	" slow"	""
"4040"	"v"	"Vohrau "	NA	"MGV"	NA	" brake, slow down, slow to a stop"	""
"4041"	"v"	"Vohtau "	NA	"MGV"	"v."	" delay"	""
"4042"	"v"	"Vokau "	NA	"MGV"	NA	" remember"	""
"4043"	"v"	"Vokaya "	NA	"MGV"	NA	" memory, remembrance"	""
"4044"	"v"	"Vom-tukh "	NA	"MGV"	NA	" limestone"	""
"4045"	"v"	"Vrav-teht "	NA	"MGV"	NA	" foolproof"	""
"4046"	"v"	"Vravshau "	NA	"MGV"	NA	" fail"	""
"4047"	"v"	"Vravshaya "	NA	"MGV"	NA	" failure"	""
"4048"	"v"	"Vre-katra"	NA	"anc."	NA	" vre'katra/vrekatra; Katric ark, crystalline repository for a katra"	""
"4049"	"v"	"Vre-kasht"	NA	"anc."	NA	" exile, outcast"	""
"4050"	"v"	"Vrel "	NA	"MGV"	NA	" mud"	""
"4051"	"v"	"Vrel-eiktra "	NA	"MGV"	NA	" mud flat"	""
"4052"	"v"	"Vrel-yumaya "	NA	"MGV"	NA	" mudflow"	""
"4053"	"v"	"Vu "	NA	"MGV"	NA	" you"	"reflexive"
"4054"	"v"	"Vugau "	NA	"MGV"	NA	" to fester"	""
"4055"	"v"	"Vuhlkansu "	NA	"MGV"	NA	" Vulcan"	"language;person"
"4056"	"v"	"Vuhnau "	NA	"MGV"	NA	" vary"	""
"4057"	"v"	"Vuhnauk "	NA	"MGV"	NA	" divers, various"	""
"4058"	"v"	"Vuhnaya "	NA	"MGV"	NA	" variation, diversity"	""
"4059"	"v"	"Vukh "	NA	"MGV"	NA	" hull, fuselage"	""
"4060"	"v"	"Vukharat "	NA	"MGV"	"n."	" vector"	""
"4061"	"v"	"Vukhut "	NA	"MGV"	NA	" body"	""
"4062"	"v"	"Vul "	NA	"MGV"	NA	" slant, slope"	""
"4063"	"v"	"Vulosoltra "	NA	"MGV"	NA	" embankment"	""
"4064"	"v"	"Vulu "	NA	"MGV"	"n."	" angle"	""
"4065"	"v"	"Vulumau "	NA	"MGV"	"v."	" bevel"	""
"4066"	"v"	"Vun|-| "	NA	"MGV"	NA	" have to, must"	""
"4067"	"v"	"Vunai "	NA	"MGV"	NA	" field "	"physics"
"4068"	"v"	"Vunai-ferek "	NA	"MGV"	NA	" field generator"	""
"4069"	"v"	"Vunai-karik'es "	NA	"MGV"	NA	" field strength"	""
"4070"	"v"	"Vunai-katrom "	NA	"MGV"	NA	" field current"	""
"4071"	"v"	"Vunai-khlop-thon "	NA	"MGV"	NA	" field geometry"	""
"4072"	"v"	"Vunai-khrasaya "	NA	"MGV"	NA	" field discharge"	""
"4073"	"v"	"Vunai-mish-raul "	NA	"MGV"	NA	" hydrospanner"	""
"4074"	"v"	"Vunai-pakuv "	NA	"MGV"	NA	" field coil"	""
"4075"	"v"	"Vunai-seshan-vel "	NA	"MGV"	NA	" field magnet"	""
"4076"	"v"	"Vunai-wihka "	NA	"MGV"	NA	" field theory"	""
"4077"	"v"	"Vup "	NA	"MGV"	"n."	" feint"	""
"4078"	"v"	"Vus "	NA	"MGV"	NA	" echelon"	""
"4079"	"v"	"Vutau "	NA	"MGV"	"v."	" call"	""
"4080"	"v"	"Vuyurau "	NA	"MGV"	"v."	" roar"	""
"4081"	"v"	"Vuzh "	NA	"MGV"	"n."	" smoke"	""
"4082"	"v"	"Vuzh-mev "	NA	"MGV"	NA	" chimney, smokestack"	""
"4083"	"v"	"Vuzh-patalek "	NA	"MGV"	NA	" smoke detector"	""
"4084"	"v"	"Vyek "	NA	"MGV"	NA	" inlet"	""
"4085"	"w"	"Wa, Wa' "	NA	"MGV"	NA	" especially"	""
"4086"	"w"	"Wadashau "	NA	"MGV"	"v."	" perspire, sweat"	""
"4087"	"w"	"Wadi "	NA	"MGV"	NA	" skin"	""
"4088"	"w"	"Wafau "	NA	"MGV"	NA	" deny"	""
"4089"	"w"	"Wahdzh-, Wahdzhik "	NA	"MGV"	"adj."	" severe"	""
"4090"	"w"	"Wahtau "	NA	"MGV"	"v."	" insult"	""
"4091"	"w"	"Wak "	NA	"MGV"	NA	" time"	""
"4092"	"w"	"Wak-vel "	NA	"MGV"	NA	" clock"	""
"4093"	"w"	"Wakiv-, Wakivik "	NA	"MGV"	"adj."	" temporal"	""
"4094"	"w"	"Wakiv-flekh'es "	NA	"MGV"	NA	" temporal anomaly"	""
"4095"	"w"	"Wakiv-fo-dan "	NA	"MGV"	NA	" temporal shield"	""
"4096"	"w"	"Wakiv-ri'aret-nosh "	NA	"MGV"	NA	" temporal narcosis"	""
"4097"	"w"	"Wakiv-sasayek "	NA	"MGV"	NA	" temporal transmitter"	""
"4098"	"w"	"Wakiv-vavayek "	NA	"MGV"	NA	" temporal transponder"	""
"4099"	"w"	"Wakiv-vunai "	NA	"MGV"	NA	" temporal field"	""
